DCid	Species	GSMID	Factor	Cell_line	Cell_type	Tissue_type	FastQC	UniquelyMappedRatio	PBC	PeaksFoldChangeAbove10	FRiP	PeaksUnionDHSRatio
6420	Homo sapiens	GSM753433	H3K36me3	H1	Embryonic Stem Cell	Embryo	39.0	0.7032	0.987	38.0	0.01551675	0.43799999999999994
6421	Homo sapiens	GSM753434	H3K36me3	H1	Embryonic Stem Cell	Embryo	36.0	0.4745	0.993	1449.0	0.1723485	0.4288
6422	Homo sapiens	GSM753435	H3K4me1	H1	Embryonic Stem Cell	Embryo	38.0	0.7040000000000001	0.9940000000000001	107.0	0.04250975	0.8079999999999999
6423	Homo sapiens	GSM753436	H3K4me1	H1	Embryonic Stem Cell	Embryo	39.0	0.7203	0.992	319.0	0.04412825	0.7702
6424	Homo sapiens	GSM753437	H3K4me1	H1	Embryonic Stem Cell	Embryo	37.0	0.6406	0.9940000000000001	2090.0	0.169209	0.8358
6425	Homo sapiens	GSM753438	H3K4me2	H1	Embryonic Stem Cell	Embryo	37.0	0.7209	0.983	1931.0	0.1686695	0.9706
6426	Homo sapiens	GSM753439	H3K4me2	H1	Embryonic Stem Cell	Embryo	38.0	0.6921	0.99	1628.0	0.13604775	0.9688
6427	Homo sapiens	GSM753440	H3K4me3	H1	Embryonic Stem Cell	Embryo	32.0	0.4403	0.986	253.0	0.04450725	0.8264
6428	Homo sapiens	GSM753441	H3K4me3	H1	Embryonic Stem Cell	Embryo	38.0	0.6659	0.978	7153.0	0.136156	0.976
6429	Homo sapiens	GSM753442	H3K4me3	H1	Embryonic Stem Cell	Embryo	39.0	0.6956	0.985	7354.0	0.14121475	0.9776
6432	Homo sapiens	GSM753445	H3K9me3	H1	Embryonic Stem Cell	Embryo	37.0	0.5568	0.992	137.0	0.029644	0.359
6437	Homo sapiens	GSM767341	H3K27ac	H1	Embryonic Stem Cell	Embryo	36.0	0.7366	0.988	3632.0	0.187722	0.9702
6438	Homo sapiens	GSM767342	H3K27ac	H1	Embryonic Stem Cell	Embryo	35.0	0.7491	0.963	6047.0	0.231618	0.9734
6439	Homo sapiens	GSM767343	H3K27ac	H1	Embryonic Stem Cell	Embryo	36.0	0.6387	0.995	1185.0	0.0442905	0.9084
6440	Homo sapiens	GSM767344	H3K27me3	H1	Embryonic Stem Cell	Embryo	35.0	0.7096	0.991	108.0	0.05958125	0.5548
6441	Homo sapiens	GSM767345	H3K27me3	H1	Embryonic Stem Cell	Embryo	36.0	0.7187	0.981	95.0	0.06531975	0.5798
6442	Homo sapiens	GSM767346	H3K36me3	H1	Embryonic Stem Cell	Embryo	39.0	0.5501	0.985	117.0	0.08558925	0.4186
6443	Homo sapiens	GSM767347	H3K4me1	H1	Embryonic Stem Cell	Embryo	39.0	0.4728	0.986	266.0	0.04720025	0.7778
6444	Homo sapiens	GSM767348	H3K4me3	H1	Embryonic Stem Cell	Embryo	38.0	0.5186	0.986	5868.0	0.1306565	0.9728
6445	Homo sapiens	GSM767349	H3K4me3	H1	Embryonic Stem Cell	Embryo	39.0	0.6155	0.9690000000000001	10624.0	0.31366575	0.977
6446	Homo sapiens	GSM767350	H3K4me3	H1	Embryonic Stem Cell	Embryo	36.0	0.6283	0.996	3424.0	0.11532725	0.9754
6447	Homo sapiens	GSM767351	H3K4me3	H1	Embryonic Stem Cell	Embryo	36.0	0.7326	0.992	6865.0	0.21797399999999997	0.978
6448	Homo sapiens	GSM767352	H3K9me3	H1	Embryonic Stem Cell	Embryo	37.0	0.5407	0.988	123.0	0.03610275	0.3578
6453	Homo sapiens	GSM789280	H2BK120ac	H1	Embryonic Stem Cell	Embryo	34.0	0.6025	0.996	28.0	0.00194875	0.621836587129
6454	Homo sapiens	GSM789281	H2BK120ac	H1	Embryonic Stem Cell	Embryo	28.0	0.568	0.995	33.0	0.00367125	0.6332111643639999
6455	Homo sapiens	GSM789284	H4K20me1	H1	Embryonic Stem Cell	Embryo	24.0	0.3918	0.998	29.0	0.0009720000000000001	0.661971830986
6457	Homo sapiens	GSM807392	H2AK5ac	H1	Embryonic Stem Cell	Embryo	34.0	0.6463	0.9990000000000001	25.0	0.00071925	0.604089219331
6458	Homo sapiens	GSM807393	H2AK5ac	H1	Embryonic Stem Cell	Embryo	35.0	0.687	0.9990000000000001	21.0	0.0292985	0.662
6459	Homo sapiens	GSM807394	H2BK5ac	H1	Embryonic Stem Cell	Embryo	35.0	0.6308	0.998	46.0	0.0032259999999999997	0.642023346304
6460	Homo sapiens	GSM807395	H2BK5ac	H1	Embryonic Stem Cell	Embryo	36.0	0.7062	0.996	123.0	0.053896000000000006	0.84
6461	Homo sapiens	GSM807396	H3K23me2	H9	Embryonic Stem Cell	Embryo	36.0	0.5848	0.912	245.0	0.042869	0.9098
6462	Homo sapiens	GSM807397	H3K56ac	H1	Embryonic Stem Cell	Embryo	38.0	0.7586	0.997	2328.0	0.1516265	0.9724
6463	Homo sapiens	GSM807398	H3K79me1	H1	Embryonic Stem Cell	Embryo	34.0	0.6457	0.9990000000000001	18.0	0.0068415	0.5164
6464	Homo sapiens	GSM807399	H3K79me1	H1	Embryonic Stem Cell	Embryo	36.0	0.6848	0.997	28.0	0.03247225	0.552
6465	Homo sapiens	GSM807400	H3K79me2	H1	Embryonic Stem Cell	Embryo	29.0	0.5694	0.998	35.0	0.00287175	0.594926979247
6466	Homo sapiens	GSM807401	H3K79me2	H1	Embryonic Stem Cell	Embryo	36.0	0.6812	0.991	28.0	0.098189	0.706
6467	Homo sapiens	GSM807402	H3K9ac	H1	Embryonic Stem Cell	Embryo	34.0	0.6252	0.998	224.0	0.0439255	0.953
6468	Homo sapiens	GSM807403	H3T	H9	Embryonic Stem Cell	Embryo	37.0	0.6776	0.9790000000000001	130.0	0.00438825	0.859241126071
6469	Homo sapiens	GSM807404	H4K5ac	H1	Embryonic Stem Cell	Embryo	32.0	0.6153	0.9990000000000001	24.0	0.00276225	0.764871634314
6473	Homo sapiens	GSM818010	H2AK5ac	H1	Embryonic Stem Cell	Embryo	35.0	0.6889	0.9840000000000001	26.0	0.05487125	0.5942
6474	Homo sapiens	GSM818011	H2AK5ac	H1	Embryonic Stem Cell	Embryo	34.0	0.6517	0.978	17.0	0.04259225	0.5746
6475	Homo sapiens	GSM818012	H2AK9ac	IMR90	Fibroblast	Lung	38.0	0.7238	0.9490000000000001	57.0	0.03021875	0.924
6476	Homo sapiens	GSM818013	H2AK9ac	IMR90	Fibroblast	Lung	38.0	0.6929	0.8640000000000001	146.0	0.04886	0.9108
6477	Homo sapiens	GSM818014	H2BK12ac	H1	Embryonic Stem Cell	Embryo	39.0	0.7778	0.917	41.0	0.018182	0.6514
6478	Homo sapiens	GSM818015	H2BK12ac	H1	Embryonic Stem Cell	Embryo	38.0	0.7863	0.9390000000000001	261.0	0.081232	0.7288
6479	Homo sapiens	GSM818016	H2BK12ac	H1	Embryonic Stem Cell	Embryo	39.0	0.7963	0.9940000000000001	46.0	0.0050155	0.5652
6480	Homo sapiens	GSM818017	H2BK5ac	IMR90	Fibroblast	Lung	33.0	0.5203	0.92	5345.0	0.15469675	0.8432
6481	Homo sapiens	GSM818018	H2BK5ac	H1	Embryonic Stem Cell	Embryo	35.0	0.6459	0.9309999999999999	150.0	0.0159415	0.835
6482	Homo sapiens	GSM818019	H2BK5ac	H1	Embryonic Stem Cell	Embryo	36.0	0.6032	0.848	387.0	0.0263445	0.805
6483	Homo sapiens	GSM818020	H3K14ac	H1	Embryonic Stem Cell	Embryo	38.0	0.7853	0.966	70.0	0.00517	0.744112318841
6484	Homo sapiens	GSM818021	H3K14ac	H1	Embryonic Stem Cell	Embryo	39.0	0.7827	0.993	50.0	0.01561275	0.6726
6485	Homo sapiens	GSM818022	H3K18ac	H1	Embryonic Stem Cell	Embryo	36.0	0.7926	0.986	473.0	0.055618499999999994	0.955
6486	Homo sapiens	GSM818023	H3K18ac	H1	Embryonic Stem Cell	Embryo	38.0	0.6891	0.9740000000000001	2453.0	0.11095525	0.9442
6487	Homo sapiens	GSM818024	H3K18ac	H1	Embryonic Stem Cell	Embryo	39.0	0.7986	0.995	223.0	0.03346475	0.9142
6488	Homo sapiens	GSM818025	H3K23ac	H1	Embryonic Stem Cell	Embryo	38.0	0.7644	0.996	30.0	0.00141275	0.7881355932199999
6489	Homo sapiens	GSM818026	H3K23ac	H1	Embryonic Stem Cell	Embryo	36.0	0.706	0.996	23.0	0.02261725	0.5924
6490	Homo sapiens	GSM818027	H3K23ac	H1	Embryonic Stem Cell	Embryo	36.0	0.7072	0.997	24.0	0.01949025	0.5014
6491	Homo sapiens	GSM818028	H3K23ac	H1	Embryonic Stem Cell	Embryo	36.0	0.7628	0.932	32.0	0.00149325	0.729591836735
6492	Homo sapiens	GSM818029	H3K23ac	H1	Embryonic Stem Cell	Embryo	38.0	0.7256	0.904	65.0	0.02515775	0.8059999999999999
6493	Homo sapiens	GSM818030	H3K23ac	H1	Embryonic Stem Cell	Embryo	39.0	0.7654	0.992	61.0	0.012376999999999999	0.5292
6494	Homo sapiens	GSM818031	H3K27ac	H1	Embryonic Stem Cell	Embryo	38.0	0.7042	0.9940000000000001	2138.0	0.07709675	0.9426
6495	Homo sapiens	GSM818032	H3K27me3	H1	Embryonic Stem Cell	Embryo	37.0	0.7229	0.995	1137.0	0.07593525	0.841
6496	Homo sapiens	GSM818033	H3K27me3	H1	Embryonic Stem Cell	Embryo	39.0	0.6874	0.995	68.0	0.00850575	0.7001270648029999
6497	Homo sapiens	GSM818034	H3K36me3	H1	Embryonic Stem Cell	Embryo	36.0	0.7075	0.998	191.0	0.058168	0.4188
6498	Homo sapiens	GSM818035	H3K36me3	H1	Embryonic Stem Cell	Embryo	36.0	0.6546	0.998	70.0	0.0233557832896	0.4406
6499	Homo sapiens	GSM818036	H3K4ac	H1	Embryonic Stem Cell	Embryo	36.0	0.7683	0.894	121.0	0.022885	0.8726
6500	Homo sapiens	GSM818037	H3K4ac	H1	Embryonic Stem Cell	Embryo	36.0	0.7839	0.971	212.0	0.05627325	0.9278
6501	Homo sapiens	GSM818038	H3K4ac	H1	Embryonic Stem Cell	Embryo	37.0	0.674	0.961	55.0	0.012181	0.5914
6502	Homo sapiens	GSM818039	H3K4me1	H1	Embryonic Stem Cell	Embryo	36.0	0.7528	0.998	28.0	0.1470505	0.8432
6503	Homo sapiens	GSM818040	H3K4me1	H1	Embryonic Stem Cell	Embryo	35.0	0.6721	0.9990000000000001	33.0	0.03393075	0.7642
6504	Homo sapiens	GSM818041	H3K4me2	H1	Embryonic Stem Cell	Embryo	35.0	0.6225	0.9309999999999999	2721.0	0.15487975	0.9626
6505	Homo sapiens	GSM818042	H3K4me2	H1	Embryonic Stem Cell	Embryo	35.0	0.6375	0.9359999999999999	381.0	0.067622	0.9512
6506	Homo sapiens	GSM818043	H3K4me3	H1	Embryonic Stem Cell	Embryo	37.0	0.6759	0.995	6985.0	0.168396	0.9762
6507	Homo sapiens	GSM818044	H3K79me1	H1	Embryonic Stem Cell	Embryo	34.0	0.6424	0.9740000000000001	29.0	0.04292375	0.439
6508	Homo sapiens	GSM818045	H3K79me1	H1	Embryonic Stem Cell	Embryo	35.0	0.6767	0.96	36.0	0.00802525	0.4182
6509	Homo sapiens	GSM818046	H3K79me1	H1	Embryonic Stem Cell	Embryo	37.0	0.6663	0.887	58.0	0.00591	0.557025834909
6510	Homo sapiens	GSM818047	H3K9ac	H1	Embryonic Stem Cell	Embryo	36.0	0.7283	0.995	2372.0	0.22092775	0.976
6511	Homo sapiens	GSM818048	H3K9ac	H1	Embryonic Stem Cell	Embryo	36.0	0.6895	0.993	169.0	0.037587999999999996	0.9640000000000001
6512	Homo sapiens	GSM818049	H3K9ac	H1	Embryonic Stem Cell	Embryo	36.0	0.6935	0.997	69.0	0.04923325	0.9576
6513	Homo sapiens	GSM818050	H3K9ac	H1	Embryonic Stem Cell	Embryo	35.0	0.6063	0.904	1907.0	0.05366075	0.9676
6514	Homo sapiens	GSM818051	H3K9ac	H1	Embryonic Stem Cell	Embryo	35.0	0.5576	0.8079999999999999	851.0	0.0347975	0.9474
6515	Homo sapiens	GSM818052	H3K9ac	H1	Embryonic Stem Cell	Embryo	38.0	0.7341	0.8270000000000001	2305.0	0.06759175	0.9540000000000001
6516	Homo sapiens	GSM818053	H3K9me3	H1	Embryonic Stem Cell	Embryo	38.0	0.6008	0.985	218.0	0.053471500000000005	0.3494
6517	Homo sapiens	GSM818054	H3K9me3	H1	Embryonic Stem Cell	Embryo	39.0	0.6284	0.977	129.0	0.04997975	0.3496
6518	Homo sapiens	GSM818055	H3K9me3	H1	Embryonic Stem Cell	Embryo	37.0	0.629	0.996	739.0	0.0207475	0.2804
6519	Homo sapiens	GSM818056	H3K9me3	H1	Embryonic Stem Cell	Embryo	35.0	0.5705	0.997	266.0	0.006106	0.575376884422
6520	Homo sapiens	GSM818057	H3K9me3	H1	Embryonic Stem Cell	Embryo	33.0	0.3971	0.983	158.0	0.03836375	0.3296
6521	Homo sapiens	GSM818058	H4K8ac	H1	Embryonic Stem Cell	Embryo	38.0	0.7673	0.9359999999999999	773.0	0.08242175	0.9468
6522	Homo sapiens	GSM818059	H4K8ac	H1	Embryonic Stem Cell	Embryo	38.0	0.773	0.897	1435.0	0.10150175	0.956
6523	Homo sapiens	GSM818060	H4K8ac	H1	Embryonic Stem Cell	Embryo	38.0	0.7406	0.882	55.0	0.00668975	0.581683168317
6524	Homo sapiens	GSM818061	H4K91ac	H1	Embryonic Stem Cell	Embryo	38.0	0.7682	0.9740000000000001	884.0	0.08437825	0.8842
6525	Homo sapiens	GSM818062	H4K91ac	H1	Embryonic Stem Cell	Embryo	38.0	0.764	0.878	51.0	0.00593025	0.5841453779300001
6527	Homo sapiens	GSM832837	H2BK5ac	IMR90	Fibroblast	Lung	39.0	0.7865	0.9840000000000001	11486.0	0.42738575	0.9740000000000001
6528	Homo sapiens	GSM832838	H2BK5ac	IMR90	Fibroblast	Lung	38.0	0.8132	0.99	7376.0	0.37988225	0.9778
6530	Homo sapiens	GSM864034	H2BK15ac	H9	Embryonic Stem Cell	Embryo	38.0	0.7573	0.978	57.0	0.002046	0.771428571429
6531	Homo sapiens	GSM864035	H3K27ac	H1	Embryonic Stem Cell	Embryo	38.0	0.7158	0.919	6063.0	0.20685875	0.9672
6532	Homo sapiens	GSM864036	H3K27me3	H1	Embryonic Stem Cell	Embryo	38.0	0.6673	0.8079999999999999	69.0	0.05399375	0.7766
6534	Homo sapiens	GSM864799	H3K27ac	H1	Embryonic Stem Cell	Embryo	38.0	0.782	0.894	533.0	0.067432173712	0.919
6535	Homo sapiens	GSM864800	H3K27ac	H1	Embryonic Stem Cell	Embryo	38.0	0.7844	0.867	4212.0	0.228844	0.9514
6536	Homo sapiens	GSM864801	H3K27me3	H1	Embryonic Stem Cell	Embryo	39.0	0.6793	0.8140000000000001	38.0	0.0302235	0.823464912281
6604	Homo sapiens	GSM706845	H3K4me1	None	Haematopoietic Progenitor Cell	Cord blood	9.0	0.9901	0.997	104.0	0.17854375	0.8806
6607	Homo sapiens	GSM706848	H3K4me1	None	Epithelium	Heart	36.0	0.8885	0.9890000000000001	44.0	0.007331999999999999	0.6713468538740001
6608	Homo sapiens	GSM706849	H3K9ac	None	Epithelium	Heart	36.0	0.8523	0.9	302.0	0.08984725	0.9556
6609	Homo sapiens	GSM706850	H3K4me1	None	None	Fetal Brain	35.0	0.8017	0.985	83.0	0.016041	0.4608
6611	Homo sapiens	GSM706852	H3K27me3	None	Epithelium	Lung	37.0	0.8439	0.985	120.0	0.0124705	0.622670216812
6612	Homo sapiens	GSM706853	H3K4me1	None	Epithelium	Lung	37.0	0.9035	0.993	8.0	0.00339825	0.7322611163670001
6613	Homo sapiens	GSM706854	H3K9ac	None	Epithelium	Lung	36.0	0.8768	0.98	185.0	0.02642875	0.9362
6616	Homo sapiens	GSM772732	H3K4me1	None	Epithelium	Heart	45.0	0.8896	0.991	12.0	0.005231	0.647172859451
6618	Homo sapiens	GSM772734	H3K4me1	None	Haematopoietic Progenitor Cell	Cord blood	37.0	0.8361	0.782	95.0	0.08499125	0.815
6619	Homo sapiens	GSM772735	H3K4me3	None	Epithelium	Heart	42.0	0.7129	0.99	75.0	0.02183025	0.8792
6622	Homo sapiens	GSM772741	H3K9ac	None	Mesenchymal Stem Cell	Adipose	9.0	0.9913	1.0	1199.0	0.17443475	0.9740000000000001
6623	Homo sapiens	GSM772742	H3K9me3	None	Mesenchymal Stem Cell	Adipose	9.0	0.9827	1.0	129.0	0.07030875	0.4094
6624	Homo sapiens	GSM772743	H3K36me3	None	Mesenchymal Stem Cell	Adipose	9.0	0.9893	1.0	11.0	0.01729025	0.41200000000000003
6625	Homo sapiens	GSM772744	H3K27me3	None	Mesenchymal Stem Cell	Adipose	9.0	0.9889	1.0	27.0	0.00379975	0.508207705193
6626	Homo sapiens	GSM772745	H3K4me1	None	Mesenchymal Stem Cell	Adipose	9.0	0.9890000000000001	1.0	29.0	0.07603075	0.8356
6627	Homo sapiens	GSM772746	H3K4me3	None	Mesenchymal Stem Cell	Adipose	9.0	0.9891	1.0	2641.0	0.24956625	0.97
6628	Homo sapiens	GSM772747	H3K4me3	None	Mesenchymal Stem Cell	Adipose	9.0	0.9893	1.0	5942.0	0.39023375	0.9736
6629	Homo sapiens	GSM772748	H3K4me1	None	Mesenchymal Stem Cell	Adipose	9.0	0.9938	1.0	78.0	0.21387525	0.893
6630	Homo sapiens	GSM772749	H3K9ac	HUES64	Embryonic Stem Cell	Embryo	34.0	0.8228	0.987	3668.0	0.149976	0.971
6631	Homo sapiens	GSM772750	H3K27me3	HUES64	Embryonic Stem Cell	Embryo	34.0	0.7749	0.985	1469.0	0.13830725	0.8876
6632	Homo sapiens	GSM772751	H3K36me3	HUES64	Embryonic Stem Cell	Embryo	34.0	0.7905	0.991	79.0	0.05690375	0.4568
6633	Homo sapiens	GSM772752	H3K4me3	HUES64	Embryonic Stem Cell	Embryo	32.0	0.7919	0.97	9733.0	0.61061225	0.9740000000000001
6636	Homo sapiens	GSM772756	H3K9me3	HUES64	Embryonic Stem Cell	Embryo	30.0	0.5073	0.988	136.0	0.09746575	0.39299999999999996
6637	Homo sapiens	GSM772757	H3K4me1	None	Adipocyte	Adipose	9.0	0.9921	1.0	1112.0	0.22965825	0.9312
6638	Homo sapiens	GSM772759	H3K9me3	None	Mesenchymal Stem Cell	Adipose	9.0	0.9817	1.0	55.0	0.037774	0.3958
6639	Homo sapiens	GSM772760	H3K9ac	None	Mesenchymal Stem Cell	Adipose	9.0	0.9908	1.0	322.0	0.1263625	0.9644
6640	Homo sapiens	GSM772761	H3K4me3	None	Mesenchymal Stem Cell	Adipose	9.0	0.987	1.0	1631.0	0.1678595	0.9718
6641	Homo sapiens	GSM772762	H3K4me1	None	Mesenchymal Stem Cell	Adipose	9.0	0.9932	1.0	47.0	0.14866925	0.8992
6642	Homo sapiens	GSM772763	H3K36me3	None	Mesenchymal Stem Cell	Adipose	9.0	0.9884	1.0	9.0	0.020761500000000002	0.413
6645	Homo sapiens	GSM772766	H3K27me3	HUES48	Embryonic Stem Cell	Embryo	32.0	0.4904	0.9790000000000001	358.0	0.09303325	0.7446
6646	Homo sapiens	GSM772795	H3K4me3	None	Neural Progenitor Cell	Brain	34.0	0.8364	0.995	16.0	0.05680775	0.3972
6647	Homo sapiens	GSM772767	H3K4me1	None	iPSC	None	34.0	0.8527	0.985	34.0	0.060754499999999996	0.8084
6648	Homo sapiens	GSM772768	H3K36me3	None	None	Angular Gyrus	9.0	0.9885	1.0	54.0	0.01690125	0.4396
6649	Homo sapiens	GSM772770	H3K4me1	None	None	Angular Gyrus	9.0	0.9908	1.0	24.0	0.02059775	0.7642
6650	Homo sapiens	GSM772771	H3K27me3	None	Adipocyte	Adipose	9.0	0.988	1.0	33.0	0.00337375	0.5932956381260001
6651	Homo sapiens	GSM772772	H3K27me3	None	None	Brain	9.0	0.9871	1.0	38.0	0.001297	0.6836734693880001
6652	Homo sapiens	GSM772773	H3K27me3	None	Mesenchymal Stem Cell	Bone Marrow	9.0	0.9913	1.0	31.0	0.014572	0.6842
6653	Homo sapiens	GSM772774	H3K9ac	None	Mesenchymal Stem Cell	Bone Marrow	9.0	0.9923	1.0	2015.0	0.12949925	0.9752
6654	Homo sapiens	GSM772775	H3K9me3	None	Mesenchymal Stem Cell	Bone Marrow	9.0	0.9767	1.0	72.0	0.021377	0.3898
6655	Homo sapiens	GSM772778	H3K9ac	None	None	Brain	9.0	0.9906	1.0	365.0	0.06480225	0.9682
6656	Homo sapiens	GSM772779	H3K9me3	None	None	Angular Gyrus	9.0	0.9846	1.0	242.0	0.0016274999999999998	0.389763779528
6657	Homo sapiens	GSM772780	H3K9me3	HUES48	Embryonic Stem Cell	Embryo	30.0	0.4767	0.977	134.0	0.06469475	0.4166
6658	Homo sapiens	GSM772786	H3K9ac	None	Mesenchymal Stem Cell	Bone Marrow	9.0	0.9923	1.0	2252.0	0.18324849999999998	0.975
6659	Homo sapiens	GSM772788	H3K27me3	None	Mesenchymal Stem Cell	Bone Marrow	9.0	0.991	1.0	17.0	0.0136395	0.6432
6660	Homo sapiens	GSM772789	H3K4me1	hES I3	Embryonic Stem Cell	Embryo	35.0	0.8542	0.976	18.0	0.056527499999999994	0.7512
6661	Homo sapiens	GSM772790	H3K4me3	None	T Lymphocyte	Blood	9.0	0.9828	0.9990000000000001	781.0	0.070142	0.9662
6662	Homo sapiens	GSM772792	H3K4me3	None	Mesenchymal Stem Cell	Bone Marrow	9.0	0.9904	1.0	7785.0	0.41264275	0.9768
6663	Homo sapiens	GSM772793	H3K4me1	HUES48	Embryonic Stem Cell	Embryo	34.0	0.8071	0.986	41.0	0.09852725	0.8514
6665	Homo sapiens	GSM772796	H3K9ac	HUES48	Embryonic Stem Cell	Embryo	34.0	0.7361	0.97	1247.0	0.0419555	0.9612
6666	Homo sapiens	GSM772797	H3K4me3	HUES48	Embryonic Stem Cell	Embryo	32.0	0.628	0.98	3241.0	0.21605149999999998	0.9670000000000001
6667	Homo sapiens	GSM772798	H3K36me3	HUES48	Embryonic Stem Cell	Embryo	34.0	0.7465	0.9940000000000001	45.0	0.044220999999999996	0.4748
6668	Homo sapiens	GSM772799	H3K9me3	HUES48	Embryonic Stem Cell	Embryo	31.0	0.4866	0.983	116.0	0.03582725	0.3912
6669	Homo sapiens	GSM772800	H3K4me1	HUES64	Embryonic Stem Cell	Embryo	35.0	0.8696	0.991	49.0	0.11217825	0.9118
6670	Homo sapiens	GSM772802	H3K9ac	None	Adipocyte	Adipose	9.0	0.9893	1.0	72.0	0.0105415	0.8914
6671	Homo sapiens	GSM772804	H3K4me1	None	iPSC	None	33.0	0.8270000000000001	0.983	29.0	0.00919	0.6898
6674	Homo sapiens	GSM772812	H3K9ac	None	Mesenchymal Stem Cell	Adipose	9.0	0.9931	1.0	2993.0	0.28717575	0.9752
6675	Homo sapiens	GSM772813	H3K9me3	None	Mesenchymal Stem Cell	Adipose	9.0	0.9819	1.0	68.0	0.04541075	0.4232
6676	Homo sapiens	GSM772814	H3K36me3	None	None	Cord blood	36.0	0.8097	0.9440000000000001	67.0	0.11065150000000001	0.552
6677	Homo sapiens	GSM772816	H3K4me1	None	Mesenchymal Stem Cell	Adipose	9.0	0.9928	1.0	217.0	0.21645949999999997	0.9159999999999999
6678	Homo sapiens	GSM772817	H3K4me3	None	Mesenchymal Stem Cell	Adipose	9.0	0.9899	1.0	6054.0	0.377338	0.976
6679	Homo sapiens	GSM772818	H3K36me3	None	Mesenchymal Stem Cell	Adipose	9.0	0.9893	1.0	87.0	0.08706125	0.4934
6680	Homo sapiens	GSM772819	H3K27me3	None	Mesenchymal Stem Cell	Adipose	9.0	0.9898	1.0	20.0	0.00705525	0.579057835821
6681	Homo sapiens	GSM772820	H3K36me3	None	Mesenchymal Stem Cell	Adipose	9.0	0.9906	1.0	80.0	0.11577125	0.4846
6682	Homo sapiens	GSM772821	H3K27me3	None	Mesenchymal Stem Cell	Adipose	9.0	0.9903	1.0	24.0	0.02512975	0.639
6683	Homo sapiens	GSM772822	H3K9ac	None	Mesenchymal Stem Cell	Adipose	9.0	0.9932	1.0	1085.0	0.22714250000000002	0.971
6684	Homo sapiens	GSM772823	H3K9me3	None	Mesenchymal Stem Cell	Adipose	9.0	0.9804	1.0	53.0	0.02240475	0.3892
6685	Homo sapiens	GSM772825	H3K36me3	None	Mesenchymal Stem Cell	Bone Marrow	9.0	0.9896	1.0	40.0	0.048441000000000005	0.4724
6687	Homo sapiens	GSM772827	H3K27me3	None	None	Brain	9.0	0.9875	1.0	36.0	0.00095425	0.6575757575760001
6688	Homo sapiens	GSM772828	H3K36me3	None	None	Brain	9.0	0.9885	1.0	19.0	0.01799975	0.4686
6689	Homo sapiens	GSM772829	H3K4me3	None	None	Brain	9.0	0.9874	1.0	2905.0	0.2581235	0.977
6690	Homo sapiens	GSM772830	H3K4me1	None	None	Brain	9.0	0.9923	1.0	26.0	0.03202	0.7864
6691	Homo sapiens	GSM772831	H3K9me3	None	None	Brain	9.0	0.978	1.0	58.0	0.01096025	0.3808
6692	Homo sapiens	GSM772832	H3K27ac	None	None	Brain	9.0	0.9923	1.0	59.0	0.0466355	0.9602
6693	Homo sapiens	GSM772833	H3K27me3	None	None	Mid Frontal Lobe	9.0	0.9868	1.0	46.0	0.0014575	0.6361904761899999
6694	Homo sapiens	GSM772834	H3K9me3	None	None	Mid Frontal Lobe	9.0	0.982	1.0	279.0	0.0021955	0.42631578947400006
6695	Homo sapiens	GSM772835	H3K27ac	None	T Lymphocyte	Blood	9.0	0.9875	0.9990000000000001	2311.0	0.135104	0.9748
6696	Homo sapiens	GSM772836	H3K4me3	None	T Lymphocyte	Blood	9.0	0.988	1.0	275.0	0.05437	0.9678
6697	Homo sapiens	GSM772837	H3K4me1	None	Smooth Muscle Cell	Duodenum	9.0	0.9862	1.0	23.0	0.002796	0.6744131455399999
6698	Homo sapiens	GSM772838	H3K36me3	None	Smooth Muscle Cell	Duodenum	9.0	0.985	1.0	16.0	0.017685	0.4678
6699	Homo sapiens	GSM772839	H3K4me3	None	Smooth Muscle Cell	Duodenum	9.0	0.9840000000000001	1.0	828.0	0.11141400000000001	0.9724
6700	Homo sapiens	GSM772840	H3K27me3	None	Smooth Muscle Cell	Duodenum	9.0	0.9886	1.0	41.0	0.0009965	0.710920770878
6702	Homo sapiens	GSM772842	H3K9me3	None	iPSC	None	30.0	0.4712	0.973	66.0	0.04251625	0.433497536946
6703	Homo sapiens	GSM772843	H3K9ac	None	iPSC	None	36.0	0.8398	0.987	1459.0	0.1596855	0.9682
6704	Homo sapiens	GSM772844	H3K4me3	None	iPSC	None	34.0	0.8024	0.98	6376.0	0.50274	0.9728
6705	Homo sapiens	GSM772845	H3K4me1	None	iPSC	None	36.0	0.8708	0.961	29.0	0.10155575	0.8368
6706	Homo sapiens	GSM772846	H3K36me3	None	iPSC	None	35.0	0.7714	0.992	256.0	0.09270199999999999	0.542
8125	Homo sapiens	GSM772847	H3K27me3	None	iPSC	None	35.0	0.7794	0.975	5457.0	0.3124695	0.9198
8126	Homo sapiens	GSM772848	H3K27ac	None	iPSC	None	36.0	0.8546	0.996	144.0	0.017571	0.9144
8127	Homo sapiens	GSM772849	H3K4me1	None	T Lymphocyte	Blood	36.0	0.835	0.9359999999999999	57.0	0.07827175	0.8332
8128	Homo sapiens	GSM772850	H3K9me3	None	T Lymphocyte	Blood	32.0	0.6606	0.965	81.0	0.02873075	0.4502
8129	Homo sapiens	GSM772852	H3K4me3	None	T Lymphocyte	Blood	33.0	0.7953	0.992	1452.0	0.14146375	0.9728
